index,event_starttime,event_peaktime,event_endtime,goes_class_ind,goes_class,goes_class_val,integrated_flux,noaa_ar,position_hgs,hgs_lat,hgs_lon,hpc_x,hpc_y,event_end,peak_hour,unique_day
309,3042,2016-07-23 17:38:00,2016-07-23 17:55:00,2016-07-23 18:04:00,C,C2.4,2.4e-06,3.0E-03,12567,N05W89,5.0,89.0,940.6370604066104,80.5019700614482,2016-07-23 18:04:00,17,2016-07-23
310,3045,2016-07-24 12:18:00,2016-07-24 12:28:00,2016-07-24 12:36:00,C,C1.5,1.5e-06,1.3E-03,12567,N06W89,6.0,89.0,939.126479264246,96.8226682528962,2016-07-24 12:36:00,12,2016-07-24
311,3046,2016-07-24 12:56:00,2016-07-24 13:03:00,2016-07-24 13:13:00,C,C2.5,2.5e-06,2.0E-03,12567,N06W89,6.0,89.0,939.128630036292,96.8219109592866,2016-07-24 13:13:00,13,2016-07-24
312,3047,2016-07-24 13:15:00,2016-07-24 13:23:00,2016-07-24 13:30:00,C,C3.5,3.5e-06,2.4E-03,12567,N07W89,7.0,89.0,937.2706518346524,113.13491676041032,2016-07-24 13:30:00,13,2016-07-24
313,3048,2016-07-24 13:34:00,2016-07-24 14:04:00,2016-07-24 14:11:00,C,C6.9,6.9e-06,1.1E-02,12567,N06W89,6.0,89.0,939.1307832154524,96.82115420175158,2016-07-24 14:11:00,14,2016-07-24
314,3049,2016-07-24 17:30:00,2016-07-24 17:43:00,2016-07-24 18:12:00,M,M1.9,1.9e-05,3.6E-02,12567,N07W89,7.0,89.0,937.2851458797973,113.12972670065422,2016-07-24 18:12:00,17,2016-07-24
315,3050,2016-07-25 08:59:00,2016-07-25 09:09:00,2016-07-25 09:26:00,C,C1.8,1.8e-06,2.1E-03,12567,N09W89,9.0,89.0,932.7645801506466,145.62905594735574,2016-07-25 09:26:00,9,2016-07-25
316,3053,2016-08-07 13:28:00,2016-08-07 13:38:00,2016-08-07 13:49:00,C,C2.4,2.4e-06,2.1E-03,     ,N11W69,11.0,69.0,868.3434841072062,143.4747563018338,2016-08-07 13:49:00,13,2016-08-07
317,3054,2016-08-07 14:37:00,2016-08-07 14:44:00,2016-08-07 14:48:00,M,M1.3,1.3e-05,4.6E-03,     ,S12W70,-12.0,70.0,870.6948980619344,-230.25992557814888,2016-08-07 14:48:00,14,2016-08-07
318,3055,2016-08-07 15:03:00,2016-08-07 15:09:00,2016-08-07 15:16:00,C,C8.5,8.5e-06,4.3E-03,12572,N04E89,4.0,-89.0,-943.589422237128,63.80775791928284,2016-08-07 15:16:00,15,2016-08-07
319,3062,2016-08-11 16:32:00,2016-08-11 16:44:00,2016-08-11 17:03:00,C,C2.4,2.4e-06,3.2E-03,12574,N02E31,2.0,-31.0,-489.1434643822722,-58.968429586656015,2016-08-11 17:03:00,16,2016-08-11
320,3072,2016-09-22 17:35:00,2016-09-22 17:53:00,2016-09-22 18:09:00,C,C1.9,1.9e-06,2.4E-03,12595,N11W88,11.0,88.0,938.0073123506894,177.05936779407173,2016-09-22 18:09:00,17,2016-09-22
321,3085,2017-01-12 15:54:00,2017-01-12 16:18:00,2017-01-12 16:41:00,C,C3.8,3.8e-06,6.9E-03,     ,N05E89,5.0,-89.0,-971.5134663321078,86.04534791684327,2017-01-12 16:41:00,16,2017-01-12
322,3092,2017-03-27 11:07:00,2017-03-27 11:12:00,2017-03-27 11:18:00,C,C3.2,3.2e-06,1.2E-03,12645,S09E66,-9.0,-66.0,-868.9671108413022,-104.0078451094679,2017-03-27 11:18:00,11,2017-03-27
323,3096,2017-03-31 17:28:00,2017-03-31 17:37:00,2017-03-31 17:48:00,C,C1.7,1.6999999999999998e-06,1.4E-03,12645,S12E03,-12.0,-3.0,-49.37446974241175,-91.6150409070668,2017-03-31 17:48:00,17,2017-03-31
324,3098,2017-04-02 07:50:00,2017-04-02 08:02:00,2017-04-02 08:13:00,M,M5.3,5.3e-05,4.4E-02,12644,N12W60,12.0,60.0,814.6229524600991,251.66617520090523,2017-04-02 08:13:00,8,2017-04-02
325,3100,2017-04-02 12:52:00,2017-04-02 13:00:00,2017-04-02 13:11:00,M,M2.3,2.3e-05,1.6E-02,12644,N13W61,13.0,61.0,819.4110375912168,266.0120199356548,2017-04-02 13:11:00,13,2017-04-02
326,3101,2017-04-02 14:44:00,2017-04-02 15:08:00,2017-04-02 15:25:00,C,C4.2,4.2e-06,8.2E-03,12644,N13W64,13.0,64.0,841.86439132779,261.0280755078512,2017-04-02 15:25:00,15,2017-04-02
327,3102,2017-04-02 16:20:00,2017-04-02 16:27:00,2017-04-02 16:38:00,C,C3.0,3e-06,2.6E-03,12644,N15W64,15.0,64.0,834.5238984226297,292.9381973973308,2017-04-02 16:38:00,16,2017-04-02
328,3103,2017-04-02 18:18:00,2017-04-02 18:38:00,2017-04-02 19:28:00,M,M2.1,2.1e-05,6.1E-02,12644,N12W66,12.0,66.0,858.854090539106,241.49369328415867,2017-04-02 19:28:00,18,2017-04-02
329,3116,2017-04-04 12:12:00,2017-04-04 12:16:00,2017-04-04 12:18:00,C,C1.9,1.9e-06,3.6E-04,12644,N14W83,14.0,83.0,923.9701264059646,243.2133901122256,2017-04-04 12:18:00,12,2017-04-04
330,3117,2017-04-04 13:31:00,2017-04-04 13:41:00,2017-04-04 13:56:00,C,C2.3,2.3e-06,2.3E-03,12644,N16W87,16.0,87.0,920.658603197982,268.06700870120545,2017-04-04 13:56:00,13,2017-04-04
331,3119,2017-04-04 16:55:00,2017-04-04 17:01:00,2017-04-04 17:03:00,C,C1.9,1.9e-06,4.5E-04,12644,N15W87,15.0,87.0,925.0981335998778,252.05089926183385,2017-04-04 17:03:00,17,2017-04-04
332,3123,2017-04-06 12:01:00,2017-04-06 12:10:00,2017-04-06 12:20:00,C,C5.5,5.5e-06,4.3E-03,12645,S11W68,-11.0,68.0,873.9165868607148,-143.88764174361592,2017-04-06 12:20:00,12,2017-04-06
333,3126,2017-04-18 09:29:00,2017-04-18 09:41:00,2017-04-18 09:55:00,C,C3.3,3.3e-06,3.1E-03,12651,N09E84,9.0,-84.0,-938.70104350592,158.0207190589241,2017-04-18 09:55:00,9,2017-04-18
334,3135,2017-06-02 17:50:00,2017-06-02 17:57:00,2017-06-02 18:01:00,C,C8.0,8e-06,2.7E-03,12661,N04E63,4.0,-63.0,-842.3509681797586,69.51444492878316,2017-06-02 18:01:00,17,2017-06-02
335,3136,2017-06-03 09:37:00,2017-06-03 09:57:00,2017-06-03 10:05:00,C,C2.1,2.1e-06,1.3E-03,12661,N06E55,6.0,-55.0,-772.406009637285,102.64988304193,2017-06-03 10:05:00,9,2017-06-03
336,3137,2017-06-03 14:47:00,2017-06-03 14:56:00,2017-06-03 15:00:00,C,C2.5,2.5e-06,8.6E-04,12661,N06E52,6.0,-52.0,-743.1634363662452,102.66387923013372,2017-06-03 15:00:00,14,2017-06-03
337,3140,2017-06-07 10:03:00,2017-06-07 10:22:00,2017-06-07 10:50:00,C,C1.2,1.2e-06,2.6E-03,     ,N20W89,20.0,89.0,888.091880783706,323.25676284013844,2017-06-07 10:50:00,10,2017-06-07
338,3231,2018-02-07 13:31:00,2018-02-07 13:47:00,2018-02-07 13:54:00,C,C8.1,8.099999999999999e-06,4.9E-03,12699,S06E45,-6.0,-45.0,-686.2051852999721,-24.357798309870216,2018-02-07 13:54:00,13,2018-02-07
339,3233,2018-02-10 13:02:00,2018-02-10 13:21:00,2018-02-10 13:36:00,C,C4.6,4.599999999999999e-06,6.1E-03,12699,S08E07,-8.0,-7.0,-117.85474993800744,-24.53566257161164,2018-02-10 13:36:00,13,2018-02-10
